# Source is: 0
# There's 82167 existing links and 0 non-existing
# The shortest distance is 1, longest is 232 and mean is 33
# Unique shortest distance to other vertex from here are:
# Vertex	Distance
1		0
2		9
3		8
4		9
5		7
6		9
7		8
8		6
9		6
10		9
11		6
12		18
13		9
14		7
15		8
16		5
17		3
18		10
19		8
20		19
21		10
22		3
23		13
24		11
25		7
26		8
27		9
28		6
29		5
30		8
31		22
32		45
33		18
34		11
35		6
36		8
37		6
38		5
39		4
40		29
41		8
42		44
43		7
44		12
45		10
46		18
47		8
48		9
49		4
50		8
51		7
52		6
53		5
54		5
55		7
56		12
57		10
58		4
59		5
60		5
61		6
62		6
63		9
64		15
65		9
66		6
67		16
68		9
69		6
70		36
71		8
72		22
73		11
74		8
75		14
76		15
77		7
78		6
79		16
80		26
81		16
82		8
83		8
84		7
85		55
86		7
87		7
88		7
89		9
90		11
91		9
92		9
93		8
94		5
95		4
96		7
97		9
98		6
99		13
100		4
101		56
102		4
103		12
104		17
105		5
106		6
107		7
108		5
109		6
110		5
111		5
112		10
113		6
114		6
115		8
116		4
117		9
118		4
119		9
120		8
121		15
122		7
123		5
124		10
125		4
126		11
127		14
128		6
129		7
130		27
131		6
132		7
133		15
134		4
135		6
136		8
137		16
138		11
139		6
140		8
141		7
142		19
143		10
144		7
145		9
146		67
147		10
148		5
149		12
150		7
151		21
152		9
153		9
154		6
155		12
156		4
157		21
158		6
159		41
160		7
161		6
162		11
163		7
164		37
165		8
166		5
167		3
168		8
169		7
170		6
171		17
172		10
173		10
174		7
175		5
176		13
177		5
178		4
179		8
180		9
181		14
182		11
183		9
184		11
185		9
186		18
187		7
188		7
189		5
190		34
191		4
192		5
193		8
194		8
195		4
196		9
197		7
198		61
199		5
200		25
201		9
202		11
203		10
204		16
205		12
206		7
207		7
208		6
209		4
210		27
211		8
212		10
213		12
214		6
215		7
216		6
217		5
218		10
219		8
220		15
221		7
222		7
223		7
224		11
225		15
226		6
227		14
228		8
229		14
230		13
231		81
232		13
233		9
234		54
235		89
236		13
237		19
238		23
239		29
240		23
241		8
242		42
243		86
244		22
245		8
246		7
247		35
248		10
249		56
250		13
251		10
252		69
253		7
254		12
255		10
256		44
257		12
258		20
259		16
260		14
261		29
262		32
263		63
264		10
265		7
266		18
267		8
268		7
269		8
270		45
271		7
272		18
273		32
274		9
275		67
276		7
277		11
278		56
279		59
280		72
281		14
282		14
283		8
284		10
285		7
286		7
287		60
288		70
289		19
290		25
291		81
292		8
293		16
294		7
295		33
296		9
297		8
298		9
299		23
300		17
301		77
302		13
303		13
304		12
305		8
306		27
307		36
308		63
309		8
310		12
311		13
312		11
313		11
314		9
315		7
316		10
317		9
318		34
319		12
320		44
321		12
322		10
323		15
324		6
325		9
326		79
327		7
328		9
329		13
330		23
331		6
332		44
333		44
334		32
335		7
336		8
337		57
338		15
339		11
340		13
341		7
342		5
343		9
344		9
345		6
346		40
347		76
348		10
349		14
350		5
351		15
352		8
353		11
354		6
355		7
356		3
357		16
358		13
359		9
360		16
361		8
362		27
363		61
364		20
365		11
366		7
367		13
368		8
369		8
370		13
371		15
372		6
373		35
374		36
375		9
376		60
377		65
378		7
379		9
380		7
381		4
382		19
383		9
384		29
385		7
386		10
387		32
388		38
389		22
390		14
391		23
392		9
393		7
394		22
395		30
396		8
397		34
398		6
399		7
400		9
401		8
402		11
403		9
404		8
405		5
406		5
407		11
408		4
409		18
410		5
411		5
412		16
413		6
414		6
415		4
416		11
417		19
418		5
419		9
420		8
421		6
422		14
423		16
424		7
425		35
426		23
427		8
428		75
429		9
430		6
431		13
432		8
433		10
434		15
435		8
436		30
437		10
438		28
439		7
440		8
441		15
442		12
443		10
444		39
445		7
446		9
447		6
448		72
449		10
450		27
451		10
452		6
453		5
454		5
455		7
456		24
457		29
458		10
459		5
460		12
461		14
462		8
463		24
464		9
465		12
466		9
467		7
468		3
469		90
470		4
471		17
472		75
473		7
474		4
475		43
476		9
477		24
478		6
479		25
480		11
481		7
482		7
483		9
484		23
485		8
486		6
487		8
488		9
489		24
490		16
491		31
492		14
493		10
494		9
495		8
496		11
497		39
498		11
499		52
500		11
501		6
502		23
503		48
504		8
505		33
506		9
507		13
508		7
509		8
510		13
511		8
512		8
513		40
514		12
515		8
516		7
517		59
518		30
519		6
520		8
521		14
522		10
523		8
524		14
525		11
526		17
527		18
528		5
529		8
530		13
531		12
532		9
533		7
534		8
535		11
536		22
537		8
538		5
539		13
540		9
541		10
542		17
543		12
544		16
545		7
546		5
547		23
548		78
549		25
550		13
551		10
552		8
553		13
554		10
555		6
556		9
557		7
558		6
559		29
560		4
561		12
562		10
563		7
564		17
565		6
566		12
567		8
568		13
569		10
570		12
571		7
572		12
573		7
574		30
575		15
576		15
577		8
578		7
579		21
580		8
581		7
582		8
583		6
584		39
585		16
586		9
587		5
588		10
589		6
590		17
591		6
592		9
593		12
594		5
595		8
596		11
597		8
598		10
599		7
600		19
601		5
602		7
603		7
604		7
605		7
606		24
607		44
608		6
609		12
610		6
611		10
612		10
613		9
614		10
615		10
616		27
617		7
618		31
619		71
620		5
621		15
622		7
623		10
624		50
625		8
626		10
627		11
628		7
629		25
630		15
631		8
632		26
633		9
634		69
635		7
636		14
637		6
638		7
639		19
640		36
641		7
642		32
643		7
644		10
645		13
646		68
647		11
648		8
649		12
650		7
651		7
652		8
653		4
654		9
655		8
656		21
657		10
658		23
659		6
660		9
661		12
662		8
663		7
664		7
665		19
666		9
667		12
668		7
669		8
670		11
671		15
672		7
673		49
674		21
675		8
676		24
677		8
678		14
679		10
680		70
681		13
682		8
683		4
684		5
685		41
686		36
687		8
688		12
689		9
690		59
691		7
692		14
693		27
694		9
695		11
696		29
697		8
698		31
699		17
700		10
701		7
702		6
703		5
704		14
705		7
706		8
707		10
708		10
709		4
710		8
711		89
712		7
713		12
714		12
715		18
716		14
717		8
718		55
719		15
720		16
721		11
722		7
723		26
724		32
725		12
726		7
727		6
728		15
729		6
730		16
731		7
732		8
733		11
734		26
735		9
736		7
737		15
738		9
739		5
740		7
741		7
742		14
743		15
744		5
745		11
746		7
747		12
748		11
749		11
750		20
751		10
752		7
753		13
754		7
755		39
756		16
757		9
758		24
759		47
760		19
761		33
762		9
763		14
764		9
765		20
766		12
767		7
768		51
769		11
770		17
771		7
772		6
773		8
774		11
775		14
776		7
777		9
778		16
779		7
780		11
781		15
782		16
783		7
784		9
785		13
786		5
787		5
788		10
789		18
790		7
791		17
792		31
793		11
794		9
795		17
796		17
797		11
798		26
799		60
800		8
801		6
802		34
803		6
804		6
805		9
806		7
807		7
808		6
809		16
810		8
811		8
812		35
813		34
814		13
815		10
816		5
817		7
818		8
819		9
820		45
821		7
822		7
823		10
824		11
825		7
826		38
827		8
828		5
829		7
830		10
831		11
832		5
833		8
834		12
835		6
836		8
837		8
838		13
839		15
840		6
841		17
842		9
843		7
844		8
845		12
846		27
847		7
848		8
849		15
850		9
851		7
852		6
853		7
854		13
855		6
856		8
857		7
858		6
859		10
860		8
861		25
862		19
863		6
864		83
865		22
866		7
867		8
868		37
869		6
870		9
871		7
872		7
873		14
874		7
875		20
876		9
877		9
878		11
879		6
880		9
881		7
882		10
883		9
884		9
885		78
886		5
887		37
888		8
889		21
890		11
891		6
892		10
893		13
894		8
895		19
896		9
897		3
898		11
899		7
900		8
901		8
902		16
903		27
904		12
905		8
906		8
907		14
908		10
909		33
910		17
911		8
912		13
913		15
914		19
915		9
916		61
917		7
918		14
919		19
920		6
921		8
922		9
923		16
924		19
925		29
926		6
927		10
928		91
929		13
930		11
931		7
932		33
933		7
934		7
935		17
936		9
937		13
938		12
939		9
940		7
941		17
942		64
943		19
944		11
945		14
946		10
947		9
948		8
949		9
950		25
951		13
952		10
953		14
954		12
955		7
956		27
957		13
958		14
959		11
960		25
961		16
962		8
963		11
964		8
965		16
966		16
967		7
968		16
969		76
970		11
971		3
972		19
973		29
974		10
975		7
976		8
977		8
978		5
979		4
980		13
981		9
982		20
983		10
984		11
985		32
986		7
987		34
988		21
989		10
990		11
991		6
992		6
993		10
994		9
995		45
996		8
997		25
998		9
999		9
1000		12
1001		11
1002		7
1003		84
1004		16
1005		17
1006		10
1007		7
1008		7
1009		8
1010		14
1011		19
1012		22
1013		61
1014		28
