# Source is: 1
# There's 82167 existing links and 0 non-existing
# The shortest distance is 1, longest is 305 and mean is 33
# Unique shortest distance to other vertex from here are:
# Vertex	Distance
0		11
2		0
3		12
4		15
5		15
6		48
7		11
8		11
9		10
10		60
11		11
12		22
13		14
14		15
15		12
16		14
17		7
18		16
19		21
20		30
21		15
22		10
23		13
24		17
25		12
26		10
27		25
28		12
29		12
30		21
31		35
32		31
33		17
34		9
35		14
36		13
37		10
38		14
39		12
40		18
41		19
42		14
43		14
44		11
45		16
46		22
47		21
48		45
49		8
50		12
51		11
52		13
53		12
54		17
55		13
56		16
57		12
58		11
59		13
60		12
61		11
62		9
63		15
64		31
65		23
66		15
67		31
68		11
69		10
70		85
71		11
72		86
73		22
74		21
75		15
76		42
77		11
78		23
79		24
80		31
81		44
82		13
83		18
84		11
85		75
86		8
87		13
88		11
89		16
90		18
91		13
92		15
93		12
94		13
95		11
96		10
97		22
98		15
99		12
100		20
101		12
102		11
103		22
104		18
105		10
106		13
107		10
108		16
109		16
110		16
111		11
112		38
113		17
114		13
115		12
116		10
117		9
118		10
119		11
120		15
121		25
122		12
123		18
124		16
125		10
126		30
127		14
128		11
129		18
130		12
131		15
132		28
133		13
134		27
135		22
136		18
137		23
138		10
139		12
140		29
141		11
142		17
143		14
144		11
145		11
146		50
147		13
148		13
149		14
150		19
151		16
152		10
153		18
154		12
155		17
156		9
157		77
158		9
159		39
160		10
161		20
162		18
163		12
164		57
165		15
166		18
167		14
168		12
169		18
170		30
171		18
172		14
173		25
174		12
175		11
176		24
177		16
178		11
179		12
180		13
181		45
182		25
183		22
184		12
185		11
186		23
187		10
188		13
189		11
190		15
191		38
192		12
193		12
194		18
195		9
196		15
197		11
198		32
199		13
200		73
201		20
202		9
203		14
204		21
205		18
206		11
207		10
208		16
209		25
210		30
211		14
212		65
213		13
214		13
215		14
216		13
217		12
218		76
219		12
220		-1
221		10
222		34
223		12
224		-1
225		-1
226		11
227		-1
228		13
229		57
230		23
231		-1
232		44
233		32
234		-1
235		-1
236		31
237		-1
238		71
239		48
240		-1
241		9
242		-1
243		-1
244		-1
245		18
246		13
247		-1
248		11
249		-1
250		25
251		-1
252		-1
253		11
254		-1
255		13
256		-1
257		20
258		-1
259		-1
260		65
261		-1
262		-1
263		-1
264		13
265		13
266		-1
267		11
268		20
269		22
270		-1
271		12
272		44
273		-1
274		11
275		-1
276		20
277		-1
278		-1
279		-1
280		-1
281		-1
282		-1
283		12
284		15
285		12
286		12
287		-1
288		-1
289		-1
290		-1
291		-1
292		12
293		-1
294		12
295		-1
296		15
297		-1
298		-1
299		-1
300		-1
301		-1
302		-1
303		23
304		16
305		13
306		-1
307		-1
308		-1
309		11
310		-1
311		61
312		28
313		65
314		-1
315		-1
316		21
317		-1
318		-1
319		72
320		-1
321		16
322		-1
323		-1
324		12
325		19
326		-1
327		49
328		13
329		-1
330		13
331		27
332		-1
333		-1
334		-1
335		11
336		14
337		-1
338		20
339		18
340		22
341		23
342		10
343		12
344		24
345		16
346		-1
347		-1
348		15
349		14
350		46
351		-1
352		19
353		-1
354		11
355		17
356		15
357		15
358		33
359		94
360		-1
361		16
362		-1
363		-1
364		79
365		14
366		12
367		51
368		12
369		-1
370		11
371		46
372		12
373		-1
374		-1
375		13
376		-1
377		-1
378		12
379		13
380		10
381		10
382		-1
383		17
384		-1
385		11
386		58
387		-1
388		-1
389		38
390		-1
391		-1
392		17
393		13
394		-1
395		61
396		33
397		-1
398		8
399		12
400		20
401		11
402		26
403		10
404		10
405		11
406		11
407		10
408		10
409		15
410		13
411		11
412		26
413		11
414		11
415		14
416		52
417		17
418		21
419		18
420		53
421		10
422		74
423		44
424		84
425		11
426		14
427		28
428		38
429		14
430		24
431		21
432		17
433		10
434		13
435		19
436		60
437		9
438		20
439		12
440		64
441		27
442		15
443		17
444		27
445		14
446		16
447		17
448		50
449		18
450		66
451		60
452		11
453		17
454		26
455		15
456		57
457		10
458		48
459		17
460		21
461		24
462		18
463		13
464		16
465		9
466		10
467		9
468		12
469		44
470		13
471		15
472		59
473		11
474		12
475		44
476		33
477		14
478		14
479		22
480		27
481		25
482		27
483		12
484		24
485		12
486		10
487		32
488		9
489		9
490		60
491		24
492		14
493		11
494		11
495		11
496		14
497		24
498		18
499		19
500		11
501		13
502		11
503		13
504		9
505		34
506		9
507		12
508		17
509		14
510		30
511		11
512		8
513		68
514		35
515		37
516		11
517		24
518		41
519		29
520		17
521		58
522		12
523		24
524		37
525		77
526		40
527		14
528		25
529		15
530		14
531		64
532		24
533		11
534		9
535		12
536		15
537		14
538		10
539		15
540		27
541		12
542		12
543		13
544		12
545		10
546		11
547		27
548		67
549		39
550		47
551		11
552		11
553		23
554		12
555		20
556		28
557		74
558		10
559		47
560		40
561		18
562		22
563		15
564		11
565		15
566		23
567		11
568		21
569		17
570		44
571		19
572		10
573		30
574		24
575		24
576		88
577		59
578		9
579		25
580		14
581		17
582		13
583		16
584		24
585		13
586		21
587		40
588		10
589		15
590		20
591		13
592		42
593		11
594		23
595		20
596		40
597		12
598		55
599		13
600		14
601		11
602		11
603		17
604		63
605		11
606		15
607		73
608		13
609		19
610		13
611		20
612		38
613		15
614		17
615		10
616		32
617		9
618		51
619		28
620		31
621		34
622		12
623		25
624		66
625		11
626		27
627		22
628		24
629		10
630		98
631		11
632		70
633		13
634		30
635		11
636		17
637		16
638		18
639		79
640		66
641		15
642		11
643		11
644		14
645		41
646		27
647		51
648		11
649		14
650		28
651		13
652		25
653		16
654		83
655		10
656		12
657		54
658		66
659		29
660		32
661		10
662		9
663		17
664		14
665		24
666		13
667		40
668		24
669		46
670		19
671		33
672		25
673		63
674		26
675		13
676		37
677		17
678		33
679		33
680		41
681		9
682		13
683		12
684		38
685		78
